order_id,customer_id,restaurant_name,cuisine,order_datetime,delivery_time_min,order_value,discount_percent,payment_method,rating,delivery_city,delivery_partner,food_items,restaurant_lat,restaurant_long,user_lat,user_long,cancellation_reason,refund_amount
24482,6510,Noodle House,ITALIAN,2025-10-12 21:10:04,delay,,,Net Banking,,Delhi,Amit,"Burger, Fries",18.741315405954623,77.73808871188987,15.627336430340893,80.3821995608838,Rider unavailable,pending
27860,9266,Veggie Point,Chinese,2025-06-17 12:37:04,,NA,6.01,Card,4.3,Pune,Fatima,"Burger, Fries",15.452247978037672,74.57536044135517,16.38081595676248,80.72565768094108,Rider unavailable,pending
91768,4122,Café Bliss,Italian,2024-12-23 15:01:04,,587.04,17.69,upi,2.4,Mumbai,Rohan,"Pizza, Coke",18.447685904324302,73.81652457328482,16.23909083504249,85.36046022286247,Customer Cancelled,0
74285,8669,Kebab Street,North Indian,2025-01-16 22:41:04,delay,,,upi,five,Pune,Sana,Sushi Set,25.244539236043245,78.20440371497651,17.199959039250377,76.92637085764764,Rider unavailable,0
67224,8972,Biryani Express,Japanese,2025-07-01 06:25:04,41,NA,36.87,Wallet,2.2,Kolkata,Fatima,Noodles,14.535731548302264,79.1138340531653,13.96095817629823,85.11713109245842,Restaurant busy,0
24771,6204,Kebab Street,ITALIAN,2025-04-16 10:31:04,,,,CASH,4.6,Delhi,Kiran,Noodles,15.727306011916001,82.90118224201714,24.09716578302728,88.00633378808158,Rider unavailable,pending
21913,7126,Café Bliss,South Indian,2025-04-30 18:39:04,delay,,,UPI,,Delhi,Rohan,South Thali,14.495550830638551,78.3218616363522,24.27848525552823,81.87751748177186,,
88017,4629,Spice Villa,Fast Food,2024-12-11 14:03:04,,,,Wallet,five,Delhi,Kiran,"Burger, Fries",18.714913938399526,76.04486980124918,25.05593078258174,78.35242606227378,Rider unavailable,0
20409,5453,SPICE VILLA,north indian,2025-06-15 16:14:04,,NA,,Card,five,Kolkata,Harsh,Sushi Set,19.813525687226065,73.09182031084605,17.777801309570783,75.82677556130506,Rider unavailable,0
82226,4378,burger hub,North Indian,2025-05-07 07:18:04,delay,NA,17.85,CASH,3.8,Hyderabad,Fatima,South Thali,19.054056194425332,78.49663907789548,28.62086499309524,86.96503600966906,Restaurant busy,0
81941,6514,burger hub,Fast Food,2025-01-04 00:36:04,delay,655.64,,CASH,,Kolkata,Rohan,"Burger, Fries",16.649604954462067,72.98083778017094,23.586093315367197,85.66732803441788,,
17699,4904,Veggie Point,Chinese,2025-11-05 08:38:04,,NA,,CASH,,Hyderabad,Amit,"Burger, Fries",18.710645887144807,84.18213890264596,17.195116946622612,77.69179407587396,Restaurant busy,674.8
59605,3197,Spice Villa,Chinese,2025-09-07 04:55:04,,,,CASH,five,Mumbai,Fatima,Sushi Set,17.42411351890351,75.16702605233642,17.257516661568193,75.74145225869388,Restaurant busy,165.98
59107,7659,Tandoori Nights,South Indian,2025-05-18 20:03:04,,1343.61,0.38,Cash,,Kolkata,Sana,Sushi Set,20.291744554253103,82.02809435690153,20.6316774067057,77.69623387022068,Customer Cancelled,pending
33884,2559,burger hub,north indian,2025-01-25 15:04:04,,,,Net Banking,five,Pune,Amit,Noodles,19.264535945950332,82.95059325558115,15.449192886679603,75.60426312332906,,
16143,7000,Veggie Point,South Indian,2025-04-28 21:46:04,108,,,CASH,1.7,Bangalore,Amit,"Burger, Fries",20.899234261122402,80.92183445735262,23.023789947013753,78.60081108359583,Customer Cancelled,pending
83158,3683,Spice Villa,Chinese,2025-06-26 23:27:04,delay,1179.93,,upi,,Delhi,Sana,Sushi Set,17.447252070050116,77.64789767907835,24.266998697791905,84.06629454780884,Customer Cancelled,318.14
56954,7894,Tandoori Nights,Chinese,2025-07-14 11:49:04,29,1040.75,,Net Banking,five,Kolkata,Kiran,Noodles,14.606665228203816,75.0689016466494,27.00218948779076,80.57320770392349,,
14223,4102,Noodle House,north indian,2025-07-11 22:48:04,59,,,Net Banking,five,Delhi,Kiran,Sushi Set,25.509447580609695,80.30694799987386,24.840638886246616,78.73589747024147,Customer Cancelled,pending
34819,5031,Kebab Street,Japanese,2025-04-16 13:30:04,delay,NA,33.55,Cash,,Pune,Rohan,"Pizza, Coke",25.54976439917163,81.92472820178786,18.227102760055857,77.20103650757558,Rider unavailable,0
43349,8136,Kebab Street,South Indian,2025-06-29 15:36:04,delay,NA,,Cash,,Mumbai,Fatima,Noodles,22.887765875973738,79.36477692355966,25.427841139061215,75.2016344275074,Rider unavailable,pending
17644,8685,Café Bliss,Chinese,2025-05-12 10:09:04,,,,upi,,Hyderabad,Sana,South Thali,27.147708894026465,76.76724360445144,23.691260384680827,87.76288267021383,Restaurant busy,0
52910,3725,SPICE VILLA,Italian,2025-07-10 00:30:04,,NA,,Card,five,Bangalore,Kiran,Biryani,14.451825711331603,73.05379457680459,17.340237251138127,77.72987501799174,Customer Cancelled,169.88
55670,1144,burger hub,South Indian,2025-03-07 21:08:04,80,,,Card,2.6,Kolkata,Amit,Noodles,24.27999235744167,82.84128733014472,13.965144323017716,74.41640547544525,,
19304,4669,burger hub,Chinese,2025-11-02 14:02:04,,NA,,upi,five,Bangalore,Rohan,South Thali,23.38461000395619,73.03456694261459,27.57390744607526,84.59074349171506,Customer Cancelled,pending
25321,4695,Café Bliss,ITALIAN,2025-05-27 14:59:04,delay,NA,11.26,CASH,,Delhi,Fatima,Sushi Set,27.110874150042136,78.41121151021878,19.728266942331402,80.5511901547066,,
85665,4506,Pizza Craft,North Indian,2025-03-29 05:42:04,46,NA,4.89,Net Banking,,Mumbai,Fatima,"Pizza, Coke",17.595547738893888,86.19581624732756,15.19202997713729,82.01559288192915,Rider unavailable,457.82
19089,9671,Spice Villa,ITALIAN,2025-09-25 01:59:04,,NA,,Cash,4.2,Pune,Rohan,Noodles,13.872337004710472,85.5250986423006,25.089420718805634,74.16434311484369,Rider unavailable,pending
68363,6108,Burger Hub,Japanese,2025-04-11 13:43:04,70,,25.62,CASH,five,Mumbai,Rohan,"Burger, Fries",13.711474990632606,79.35363854864792,14.477174846404974,87.65576253563644,Restaurant busy,0
56247,3320,Pizza Craft,Fast Food,2025-07-30 04:00:04,93,NA,,CASH,five,Mumbai,Sana,Sushi Set,27.199705729108835,82.06048128940611,21.254324047838498,75.33536072870984,Restaurant busy,0
15639,2177,Noodle House,North Indian,2025-09-16 20:02:04,101,,23.21,upi,,Delhi,Fatima,Noodles,13.854951123606066,73.57560900075747,25.526778355374848,83.55199511042085,Customer Cancelled,0
89953,2258,Veggie Point,Japanese,2025-07-13 03:01:04,30,1251.64,13.9,Wallet,five,Mumbai,Rohan,Noodles,21.690866560345455,77.82763087080596,25.24916961815503,76.5935176146609,Rider unavailable,pending
14892,5438,Noodle House,Japanese,2024-12-13 07:05:04,86,NA,,CASH,2.7,Kolkata,Amit,South Thali,23.1077858243954,83.3173149966295,26.41488427105693,81.20545300920472,Rider unavailable,pending
71635,4011,burger hub,Fast Food,2024-12-10 05:11:04,73,NA,,Card,,Kolkata,Harsh,Biryani,15.89867721193578,79.21994668615444,18.25018722121674,78.73993059504312,Customer Cancelled,300.52
74524,8364,Tandoori Nights,north indian,2025-04-07 08:40:04,38,,,upi,3.5,Hyderabad,Fatima,Biryani,24.85188831871925,75.22424827715888,26.947536171326895,84.2711736565085,Rider unavailable,0
71258,8805,Noodle House,Japanese,2024-12-16 01:33:04,,722.9,33.72,Card,five,Delhi,Sana,"Pizza, Coke",25.33399289382546,76.822331481499,19.87897545184744,81.2254826877456,Rider unavailable,pending
66255,1396,Tandoori Nights,north indian,2025-09-16 20:39:04,delay,1173.2,26.86,Cash,,Delhi,Kiran,"Burger, Fries",13.296265130511012,80.5157267108752,17.515665137417663,83.31637591972745,Restaurant busy,597.11
33737,4538,Veggie Point,ITALIAN,2025-03-12 10:45:04,101,NA,18.19,upi,2.7,Bangalore,Rohan,South Thali,19.617360451421185,73.05272549324866,25.571795423530524,76.57768978376352,Customer Cancelled,0
49528,6150,Café Bliss,Italian,2025-11-19 21:08:04,,NA,,CASH,3.0,Bangalore,Harsh,Sushi Set,16.91968660990775,86.24876842352836,23.301537708151734,76.67289828427862,,
14480,2780,SPICE VILLA,Italian,2025-04-12 21:11:04,,,,Net Banking,,Delhi,Amit,Sushi Set,22.208496843024136,81.44123755196414,17.880953076986344,73.08389900383955,Restaurant busy,0
26610,9873,Burger Hub,Italian,2025-08-26 06:07:04,,NA,,Net Banking,five,Delhi,Deepak,South Thali,28.64004176206693,73.76521844932996,18.524972569010348,87.95504740680572,Rider unavailable,0
72226,1125,Veggie Point,South Indian,2025-08-17 20:27:04,,NA,26.5,Cash,1.9,Delhi,Deepak,Sushi Set,28.5900681319061,79.38149745175502,26.84751949683904,73.60827935552537,,
19419,4524,Spice Villa,Chinese,2025-04-27 20:09:04,delay,,8.86,Card,,Kolkata,Deepak,Sushi Set,21.10170362868461,87.75448890969406,19.395125501557935,83.17670136593763,Customer Cancelled,pending
60914,3417,Tandoori Nights,South Indian,2025-09-19 11:49:04,24,1497.45,,Wallet,five,Delhi,Kiran,"Pizza, Coke",14.286878817331546,80.66966840553275,20.830176429084144,88.20400386524194,Customer Cancelled,519.11
99537,1268,Kebab Street,Fast Food,2025-03-15 11:55:04,delay,,,Cash,five,Pune,Harsh,Biryani,19.917759470850413,78.45874669228763,24.51048764508498,85.9888736140017,Rider unavailable,0
74696,8631,Biryani Express,ITALIAN,2025-03-20 12:15:04,delay,NA,26.19,Net Banking,five,Kolkata,Deepak,"Burger, Fries",28.462475974352635,84.12944605646658,17.812680113812192,82.70930220317307,Rider unavailable,202.08
69219,8119,Tandoori Nights,Mexican,2024-11-27 02:39:04,delay,1433.44,,UPI,,Pune,Amit,"Pizza, Coke",15.742363130522582,87.1456932563188,16.89586356634406,83.64073659691098,,
19709,1381,burger hub,north indian,2025-09-07 15:53:04,60,NA,14.76,UPI,1.0,Delhi,Rohan,Sushi Set,15.693485825200394,83.24438863342826,13.364509046715918,77.58876684706976,Rider unavailable,427.9
50952,6234,Veggie Point,Mexican,2025-04-09 17:53:04,,1109.1,,Cash,five,Hyderabad,Amit,Sushi Set,15.017473584033228,77.91405186900526,18.804471639724106,81.94238960750091,Rider unavailable,0
40782,6165,Kebab Street,Chinese,2025-04-27 08:20:04,80,939.63,,Cash,five,Bangalore,Kiran,South Thali,24.757049027484925,87.14349340843137,26.246126830660288,74.03407699992643,Customer Cancelled,318.42
95735,7130,Café Bliss,Mexican,2025-09-21 13:32:04,delay,348.88,,Cash,,Hyderabad,Rohan,Biryani,26.030065800541855,84.72705683457909,22.536652371637576,87.79834572741213,Customer Cancelled,0
53340,4396,burger hub,north indian,2025-11-17 17:40:04,85,,,UPI,3.2,Hyderabad,Sana,Noodles,23.80221963416816,75.28565606896146,21.12492000600151,73.80725331715945,,
19043,2086,Pizza Craft,Japanese,2024-12-05 23:11:04,106,1712.57,,upi,five,Pune,Harsh,Noodles,14.5695880738683,81.91056786649378,27.227815129808743,79.21573448347705,Rider unavailable,565.73
48807,7857,SPICE VILLA,North Indian,2025-01-15 22:06:04,delay,1217.35,,Cash,4.3,Hyderabad,Sana,Biryani,17.205634069460768,73.52521942530872,13.487691309901386,76.21965617429427,Restaurant busy,pending
71334,7638,Veggie Point,North Indian,2025-04-27 21:52:04,delay,NA,,Net Banking,five,Mumbai,Harsh,Noodles,13.124495511572398,74.94128179143621,18.122354536454612,87.16016390240891,Customer Cancelled,572.48
41736,6099,Noodle House,Italian,2025-06-10 12:00:04,19,,,Card,2.8,Pune,Sana,South Thali,16.787111241537453,78.75794344720211,17.716862068032164,79.79788559893314,Restaurant busy,606.73
52837,1464,burger hub,Japanese,2025-01-03 05:27:04,16,,,Cash,4.2,Bangalore,Fatima,Biryani,27.28217389956192,80.96167118889596,27.90577625296347,77.97270396363987,Restaurant busy,pending
95820,5999,Tandoori Nights,north indian,2025-06-27 01:27:04,32,NA,29.88,CASH,2.0,Bangalore,Sana,Noodles,21.69869607528384,81.38969140312074,13.268440083408649,73.17954327005249,Customer Cancelled,pending
55740,5906,Tandoori Nights,Italian,2025-07-29 10:29:04,75,158.08,,Card,five,Delhi,Deepak,Noodles,26.097396662627567,72.88960987484403,25.85941137419959,79.74062566414173,Customer Cancelled,0
63276,9404,Pizza Craft,Japanese,2025-03-20 08:12:04,delay,870.5,,CASH,1.7,Mumbai,Fatima,"Pizza, Coke",25.427258622018,83.39988167449908,21.528153711280694,83.44755534788088,Restaurant busy,pending
35620,5152,Noodle House,ITALIAN,2025-01-06 08:58:04,,NA,,Card,4.9,Hyderabad,Amit,Biryani,26.612307782846003,85.70109144827508,15.353774647314065,79.40284698360038,Restaurant busy,0
69873,4037,burger hub,north indian,2025-01-24 21:26:04,,1768.26,24.55,Net Banking,,Hyderabad,Kiran,Noodles,14.080140884868081,72.90305639282322,19.661800736902144,84.54738084878856,,
49142,7155,Noodle House,North Indian,2025-04-22 05:24:04,delay,,,Card,2.0,Hyderabad,Harsh,South Thali,20.8108074994064,74.94232050979741,27.242149519110654,83.80084380330561,,
47722,5910,Veggie Point,Fast Food,2025-10-18 20:44:04,delay,NA,10.57,Net Banking,4.0,Hyderabad,Sana,"Pizza, Coke",13.414729191857676,75.87233965278845,25.69083044073669,79.5224290750246,,
54083,8493,SPICE VILLA,North Indian,2025-11-13 02:53:04,,1044.77,,Wallet,2.3,Mumbai,Kiran,Noodles,20.83608306865665,86.6211523329532,24.118657090728014,77.10228906886765,Restaurant busy,267.74
94382,7882,Sushi World,Japanese,2025-08-24 19:46:04,delay,1348.14,3.61,upi,,Hyderabad,Harsh,"Burger, Fries",27.931662778025228,74.92519890672239,25.868795398477126,80.21686337924395,Restaurant busy,534.58
93165,1114,Pizza Craft,South Indian,2025-11-09 16:55:04,delay,NA,,UPI,five,Pune,Harsh,"Pizza, Coke",18.7830806252699,79.4414023164073,14.410461977398503,74.4474049679945,Rider unavailable,223.9
51082,5966,burger hub,South Indian,2025-03-28 13:31:04,39,NA,,Card,,Hyderabad,Harsh,Noodles,21.911384800384255,72.94254055907315,15.838613231679275,79.99889289091642,Customer Cancelled,315.21
17912,2202,Sushi World,Fast Food,2025-11-24 14:46:04,delay,1175.3,29.12,Card,five,Bangalore,Harsh,"Burger, Fries",22.927120563062584,77.32231634649392,26.857129106261546,83.16855664106068,Rider unavailable,585.29
42206,8231,SPICE VILLA,ITALIAN,2024-12-27 00:37:04,,,,Card,3.9,Delhi,Deepak,Biryani,26.89722035250253,82.32573613817912,26.06035413873895,78.99277933578108,,
56749,2930,Biryani Express,Mexican,2025-02-22 17:07:04,delay,514.77,,CASH,,Kolkata,Fatima,Noodles,25.234852689463192,79.03145141695457,25.0309764304156,83.47095417719262,Restaurant busy,442.06
31453,6448,Tandoori Nights,ITALIAN,2025-06-24 09:20:04,,1196.62,,Cash,,Kolkata,Amit,South Thali,23.339106637604193,88.19165474323839,22.041931003196265,73.01201462184994,Restaurant busy,571.06
31362,1840,Burger Hub,Fast Food,2025-06-01 04:43:04,62,NA,,upi,,Hyderabad,Fatima,Sushi Set,18.294962328962633,84.0124550851875,26.289300205320874,73.59313055426387,,
14792,3789,SPICE VILLA,Mexican,2025-08-28 11:46:04,,,,Net Banking,,Hyderabad,Fatima,"Burger, Fries",18.591247109828736,83.08215403533907,15.062003423421832,86.49026174012862,,
73677,4925,burger hub,Italian,2025-01-30 02:51:04,47,,,CASH,five,Mumbai,Amit,Sushi Set,13.08039875017407,74.64806793566716,18.477538865514088,85.68833822541053,,
34449,1857,Burger Hub,Japanese,2025-08-28 06:14:04,85,,13.16,Net Banking,five,Pune,Sana,Biryani,23.564321489475674,73.23662106847554,28.37424884441875,85.50511981490072,Customer Cancelled,0
46970,9537,Veggie Point,North Indian,2025-06-02 07:25:04,,NA,,Wallet,3.0,Delhi,Sana,"Burger, Fries",19.63408465673813,87.07317355526081,23.414363109845084,84.7107678216361,,
41878,3686,Kebab Street,Mexican,2025-03-04 06:33:04,delay,715.23,,Net Banking,4.5,Bangalore,Harsh,"Burger, Fries",22.468431137202952,82.61286349026379,18.722027422034568,83.38672263416741,Customer Cancelled,0
97861,4446,Veggie Point,Mexican,2025-05-05 01:25:04,18,,,Net Banking,2.5,Bangalore,Rohan,Noodles,13.689611736057298,77.422597853512,16.086924270888566,82.30527082222625,Customer Cancelled,pending
28417,4046,burger hub,ITALIAN,2025-01-19 09:00:04,,NA,,CASH,five,Pune,Rohan,Noodles,13.823832190557463,84.09645138095634,12.98826776910401,84.37541683209864,Restaurant busy,0
81857,9952,Kebab Street,north indian,2025-03-26 02:18:04,95,NA,,UPI,five,Kolkata,Fatima,Sushi Set,23.604111094165162,74.01279767447107,15.216782178952789,83.62055109961624,Restaurant busy,pending
75787,7321,Kebab Street,Fast Food,2025-09-28 04:42:04,delay,NA,36.5,Cash,five,Hyderabad,Kiran,South Thali,14.485022286624194,83.39503419280219,19.89409697938233,75.40028141053068,Restaurant busy,0
99634,5076,Café Bliss,ITALIAN,2024-12-14 14:22:04,31,,20.01,UPI,five,Mumbai,Harsh,Sushi Set,18.67300386019739,82.9492272648379,19.792121391403487,78.18585428554007,Restaurant busy,209.66
74495,4690,burger hub,Italian,2025-03-01 20:30:04,69,,7.72,Wallet,4.2,Delhi,Fatima,"Burger, Fries",13.475854276888246,74.44620252731978,16.37745554278497,84.0948181637284,,
30725,7414,Spice Villa,South Indian,2025-09-28 02:53:04,delay,,35.0,UPI,five,Bangalore,Fatima,"Burger, Fries",27.714205483070792,88.21881749465099,13.394653793615213,86.78219287835073,Rider unavailable,pending
68146,5625,Café Bliss,north indian,2025-01-01 17:15:04,delay,NA,15.35,Cash,five,Mumbai,Sana,"Burger, Fries",18.629243353761012,88.27464035025586,19.494395611873042,85.14733718211835,Customer Cancelled,pending
41363,9535,Noodle House,ITALIAN,2025-02-14 06:11:04,60,1702.24,,CASH,3.1,Kolkata,Kiran,Sushi Set,21.746543709544515,73.96465158201525,16.212148836836057,75.06773498299799,Restaurant busy,0
45808,3869,Burger Hub,South Indian,2025-02-16 19:20:04,117,,,Wallet,five,Pune,Kiran,South Thali,17.410031973581418,77.66586852018156,14.666060418499137,80.90391085030305,,
93267,3600,Veggie Point,Chinese,2025-04-18 10:20:04,delay,1661.81,,UPI,,Hyderabad,Rohan,Biryani,16.21370831587866,75.06151957008765,27.508818074810705,79.91543091448733,,
95671,9096,Café Bliss,ITALIAN,2024-12-17 22:24:04,,141.24,29.96,Card,five,Delhi,Kiran,"Pizza, Coke",27.477225718473264,83.95785272755096,13.534420881318054,84.88930809439388,,
65291,2176,Biryani Express,Italian,2024-12-01 21:16:04,delay,NA,,Net Banking,1.3,Bangalore,Fatima,South Thali,27.92028782082695,79.62955466585666,26.190885160887888,77.92733892501951,Customer Cancelled,0
34233,7990,Biryani Express,South Indian,2025-11-03 22:43:04,delay,1093.55,,Card,five,Hyderabad,Fatima,South Thali,20.846539914993098,81.78725115396597,23.64708628750916,82.11938024141423,,
59080,7616,Burger Hub,North Indian,2025-06-16 20:35:04,69,137.96,,Wallet,3.8,Mumbai,Sana,"Burger, Fries",26.434832830560953,85.06940958120103,27.9491631108785,84.74469311312927,Customer Cancelled,389.14
28567,8603,Kebab Street,north indian,2025-02-04 17:16:04,101,NA,,UPI,five,Mumbai,Harsh,Sushi Set,13.58388027227901,83.33927506176357,15.225884410144607,77.88182521266312,,
19850,5730,Noodle House,Italian,2025-07-10 21:34:04,,1124.28,,Net Banking,1.3,Hyderabad,Deepak,"Pizza, Coke",27.89751797291786,78.37311908269766,27.3905156677748,74.7379253771572,Customer Cancelled,pending
11781,4696,Spice Villa,North Indian,2025-02-06 22:51:04,,NA,26.48,upi,five,Bangalore,Deepak,"Pizza, Coke",26.73081731556743,80.70823041880604,13.059817944305776,80.36152002494583,Rider unavailable,0
53810,2898,Tandoori Nights,Italian,2025-11-06 19:14:04,86,1526.92,,upi,,Kolkata,Rohan,Sushi Set,19.889788354188955,75.81143007051692,23.22426025335111,87.30931170861979,Rider unavailable,0
14707,3176,SPICE VILLA,North Indian,2024-12-01 12:35:04,72,NA,,upi,five,Mumbai,Deepak,Biryani,23.21104634415188,75.27405884804124,26.85990880851007,84.37037175577478,Rider unavailable,228.72
11229,4660,Sushi World,South Indian,2025-07-31 11:18:04,,,31.31,Cash,five,Mumbai,Kiran,Biryani,26.478286812643503,77.92490623640258,18.313574925941268,83.77128241309313,Customer Cancelled,249.28
78653,1787,Veggie Point,Fast Food,2024-12-16 10:50:04,delay,NA,14.94,Wallet,2.5,Kolkata,Fatima,"Pizza, Coke",17.66478258018507,84.13081363937833,25.78053027640971,83.17464240575633,Rider unavailable,pending
29509,3717,burger hub,South Indian,2025-01-11 04:23:04,,1582.19,,upi,five,Delhi,Kiran,"Burger, Fries",13.498312860579276,72.93638561311246,13.791295333409781,79.24991118948569,Customer Cancelled,0
88218,8634,Burger Hub,Mexican,2024-12-12 09:22:04,78,1662.96,37.9,Wallet,five,Kolkata,Harsh,South Thali,22.560700520089398,77.69996403490097,27.531402223376023,83.42374212978586,,
66830,1583,Kebab Street,Chinese,2025-11-12 02:00:04,delay,NA,,Wallet,five,Pune,Harsh,Biryani,26.52714051146672,74.90463791267197,25.695061913461267,77.63287788975474,,
21578,5655,Kebab Street,Chinese,2025-06-21 05:56:04,delay,,34.68,Net Banking,3.3,Pune,Harsh,"Pizza, Coke",14.979965323029331,87.81262915524371,22.341597611670522,86.3401905364602,Customer Cancelled,133.33
68100,2500,Veggie Point,Chinese,2025-10-03 15:47:04,,,,Net Banking,4.7,Mumbai,Fatima,Noodles,27.529003863371685,80.50075498093979,27.33955782077345,76.06078021687605,Restaurant busy,698.69
20931,9250,Biryani Express,North Indian,2025-11-21 21:23:04,,NA,34.79,Cash,2.3,Delhi,Kiran,Noodles,23.613447905137335,86.03605928571284,23.12885865032765,78.38600231451043,Restaurant busy,0
26843,7415,Spice Villa,north indian,2025-05-08 23:59:04,,1526.68,14.17,Cash,3.3,Mumbai,Fatima,Biryani,26.99305331782215,72.93039336710704,18.09945353576909,78.53156820599195,,
53536,2404,Café Bliss,Chinese,2025-10-31 08:00:04,delay,NA,5.2,Cash,1.9,Mumbai,Kiran,Sushi Set,26.01162980266617,84.83773975261326,13.860728071830964,76.78932228207337,,
86242,8173,Kebab Street,Japanese,2025-08-13 19:32:04,delay,793.03,,CASH,,Mumbai,Sana,Sushi Set,26.600748997468465,85.93584067371744,13.841697913724804,80.87980973068522,Customer Cancelled,pending
14095,4663,Tandoori Nights,Fast Food,2025-03-11 21:31:04,71,,,CASH,five,Hyderabad,Sana,Sushi Set,13.747334183175198,73.35998981088704,14.33529465858349,78.36712821619714,Restaurant busy,607.08
70688,9009,Pizza Craft,Chinese,2025-04-05 05:20:04,97,NA,,Cash,2.8,Pune,Fatima,Sushi Set,21.69686200007517,76.25670778275747,26.061115635851642,77.92165599395757,Restaurant busy,pending
30816,8978,Noodle House,Mexican,2025-04-02 07:48:04,98,443.74,,Cash,,Mumbai,Rohan,South Thali,19.219538967143137,87.3602104421553,25.543668548466563,73.19915038505076,Restaurant busy,54.16
79872,1295,Burger Hub,North Indian,2025-09-27 13:06:04,100,NA,25.08,Wallet,five,Kolkata,Kiran,"Pizza, Coke",21.570565154332492,76.86733642857223,21.70013774130676,88.0287274800869,Customer Cancelled,0
31349,4502,burger hub,Chinese,2025-08-28 09:12:04,delay,,,Net Banking,five,Kolkata,Amit,Noodles,27.392704370268337,77.11136105317466,21.422789568756734,80.19969897268388,Customer Cancelled,84.18
